name,company,year_num,car_age,price,kms_driven_num,fuel_type,price_segment,kms_segment,has_price
Mahindra Logan,Mahindra,2009,17,130000,65000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki 800 Std BS III,Maruti,2000,26,30000,33400,Petrol,0-100k,25k-50k,True
Mahindra Scorpio,Mahindra,2011,15,475000,60123,Diesel,300k-500k,50k-100k,True
Chevrolet Sail 1.2 LS,Chevrolet,2013,13,300000,28000,Petrol,300k-500k,25k-50k,True
Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,2015,11,,38900,Diesel,No price,25k-50k,False
Hyundai Santro AE GLS Audio,Hyundai,2003,23,60000,70000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Wagon R VXi Minor,Maruti,2006,20,100000,7000,Petrol,100k-300k,0-25k,True
Hyundai Eon,Hyundai,2018,8,260000,25000,Petrol,100k-300k,25k-50k,True
Tata Manza,Tata,2015,11,100000,100000,Diesel,100k-300k,100k+,True
Toyota Innova 2.0 G1 Petrol 8seater,Toyota,2019,7,,4000,Petrol,No price,0-25k,False
Toyota Etios G,Toyota,2013,13,265000,42000,Petrol,100k-300k,25k-50k,True
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,17,115000,20000,Petrol,100k-300k,0-25k,True
Toyota Qualis,Toyota,2003,23,180000,100000,Diesel,100k-300k,100k+,True
Hyundai Santro Xing,Hyundai,2004,22,45000,137495,Petrol,0-100k,100k+,True
Tata Indica eV2 LS,Tata,2016,10,50500,91200,Diesel,0-100k,50k-100k,True
Honda City 1.5 S MT,Honda,2009,17,270000,55000,Petrol,100k-300k,50k-100k,True
Tata Zest XE 75 PS Diesel,Tata,2017,9,290000,120000,Diesel,100k-300k,100k+,True
Mahindra Quanto C4,Mahindra,2013,13,325000,63000,Diesel,300k-500k,50k-100k,True
Tata Indigo eCS LX CR4 BS IV,Tata,2016,10,160000,104000,Diesel,100k-300k,100k+,True
Maruti Suzuki Swift Dzire,Maruti,2016,10,350000,146000,Diesel,300k-500k,100k+,True
Hyundai Elite i20,Hyundai,2011,15,290000,40000,Petrol,100k-300k,25k-50k,True
Hyundai i20 Select Variant,Hyundai,2011,15,290000,40000,Petrol,100k-300k,25k-50k,True
Chevrolet Tavera Neo,Chevrolet,2007,19,465000,100800,Diesel,300k-500k,100k+,True
Maruti Suzuki Dzire,Maruti,2016,10,325000,150000,Diesel,300k-500k,100k+,True
Hyundai Elite i20,Hyundai,2018,8,510000,2100,Petrol,500k-800k,0-25k,True
Honda City VX Petrol,Honda,2016,10,860000,95000,Petrol,800k+,50k-100k,True
Maruti Suzuki Dzire,Maruti,2016,10,450000,2500,Diesel,300k-500k,0-25k,True
Hyundai Getz,Hyundai,2006,20,125000,80000,Petrol,100k-300k,50k-100k,True
Mercedes Benz C Class 200 K MT,Mercedes,2006,20,500001,15000,Petrol,500k-800k,0-25k,True
Maruti Suzuki Alto LXi BS III,Maruti,2005,21,95000,65000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,17,250000,51000,Diesel,100k-300k,50k-100k,True
Skoda Fabia,Skoda,2009,17,110000,45000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Alto 800 Select Variant,Maruti,2015,11,,70000,Petrol,No price,50k-100k,False
Maruti Suzuki Ritz VXI ABS,Maruti,2011,15,270000,50000,Petrol,100k-300k,50k-100k,True
Tata Indica V2 DLE BS III,Tata,2009,17,110000,30000,Diesel,100k-300k,25k-50k,True
Toyota Corolla Altis,Toyota,2009,17,300000,132000,Petrol,300k-500k,100k+,True
Tata Zest XM Diesel,Tata,2018,8,260000,27000,Diesel,100k-300k,25k-50k,True
Mahindra Quanto C8,Mahindra,2013,13,390000,40000,Diesel,300k-500k,25k-50k,True
Honda Amaze 1.2 E i VTEC,Honda,2014,12,180000,,Unknown,100k-300k,Unknown,True
Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,12,160000,,Unknown,100k-300k,Unknown,True
